Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G??
153,Terrence Ross,SF,24,TOR,73,7,23.9,3.7,8.6,1.8,4.6,1.9,3.9,0.7,0.8,0.3,2.2,2.5,0.8,0.7,0.3,0.6,1.6,9.9
154,Ramon Sessions,PG,29,WAS,82,5,20.3,3.4,7.2,0.4,1.4,3,5.9,2.6,3.5,0.3,2.2,2.5,2.9,0.6,0.1,1.4,1.2,9.9
155,Carl Landry,PF,32,PHI,36,12,15.8,3.9,6.9,0.2,0.4,3.7,6.6,1.9,2.5,1.4,2.7,4.1,0.9,0.3,0.3,0.6,1.9,9.8
156,Gary Neal,SG,31,WAS,40,2,20.2,3.8,8.1,1,2.5,2.8,5.6,1.2,1.4,0.3,1.8,2.1,1.2,0.5,0,0.7,1.4,9.8
157,Hollis Thompson,SG,24,PHI,77,17,28,3.5,8.8,1.9,5.1,1.6,3.7,0.9,1.2,0.7,2.8,3.5,1.3,0.5,0.3,1,2.4,9.8
158,Dion Waiters,SG,24,OKC,78,15,27.6,3.6,9.1,1.1,3.1,2.5,6,1.4,2,0.5,2.1,2.6,2,1,0.2,1.5,1.8,9.8
159,Jerami Grant,SF,21,PHI,77,52,26.8,3.3,7.8,0.5,1.9,2.8,5.9,2.8,4.2,1.3,3.4,4.7,1.8,0.7,1.6,1.4,2.8,9.7
160,Marcus Thornton,SG,28,TOT,61,8,18.2,3.5,8.9,1.5,4.4,2,4.5,1.1,1.3,0.6,1.8,2.5,1.4,0.8,0.1,0.8,1.5,9.7
161,Manu Ginobili,SG,38,SAS,58,0,19.6,3.4,7.5,1.2,3.1,2.2,4.4,1.6,1.9,0.4,2.1,2.5,3.1,1.1,0.2,1.7,1.7,9.6
162,Courtney Lee,SG,30,TOT,79,65,29.5,3.7,8.1,1,2.7,2.6,5.3,1.3,1.5,0.4,2.2,2.6,1.7,1.1,0.4,0.9,1.7,9.6
163,Raymond Felton,PG,31,DAL,80,31,27.4,3.5,8.5,0.8,2.7,2.7,5.9,1.9,2.2,0.5,2.8,3.2,3.6,0.9,0.2,1.5,1.8,9.5
164,Doug McDermott,SF,24,CHI,81,4,23,3.6,8,1.4,3.2,2.2,4.8,0.9,1,0.5,2,2.4,0.7,0.2,0.1,0.7,1.6,9.4
165,Ian Mahinmi,C,29,IND,71,71,25.6,3.7,6.3,0,0,3.7,6.3,1.9,3.2,1.9,5.2,7.1,1.5,0.9,1.1,1.4,3.1,9.3
166,Kevin Martin,SG,32,TOT,55,13,19.9,2.8,7.6,0.9,2.5,1.9,5.1,2.8,3.1,0.3,1.7,2,1.1,0.5,0.1,1,1.5,9.3
167,Derrick Williams,SF,24,NYK,80,9,17.9,3.2,7.1,0.6,1.9,2.6,5.2,2.4,3.2,0.6,3.1,3.7,0.9,0.4,0.1,0.8,0.9,9.3
168,Jordan Farmar,PG,29,MEM,12,10,24.3,3.5,8.3,1.3,3.8,2.2,4.6,0.8,0.8,0.3,1.8,2.1,3.1,1.3,0.2,1.5,1.8,9.2
169,Aaron Gordon,PF,20,ORL,78,37,23.9,3.5,7.4,0.5,1.8,3,5.6,1.7,2.5,2,4.5,6.5,1.6,0.8,0.7,0.8,2,9.2
170,Nene Hilario,PF,33,WAS,57,11,19.2,3.7,6.7,0,0.1,3.7,6.7,1.9,3.2,0.9,3.6,4.5,1.7,0.9,0.5,1.3,2.7,9.2
171,Kyle Korver,SG,34,ATL,80,80,30,3.4,7.7,2,5,1.4,2.7,0.6,0.7,0.2,3.1,3.3,2.1,0.8,0.4,1.2,2,9.2
172,Rudy Gobert,C,23,UTA,61,60,31.7,3.2,5.8,0,0,3.2,5.8,2.6,4.6,3.4,7.5,11,1.5,0.7,2.2,1.9,2.7,9.1
173,Mason Plumlee,C,25,POR,82,82,25.4,3.3,6.3,0,0,3.3,6.3,2.6,4.1,2.5,5.2,7.7,2.8,0.8,1,1.9,3.1,9.1
174,Marcus Smart,PG,21,BOS,61,10,27.3,3,8.7,1,4,2,4.7,2.1,2.7,1.2,2.9,4.2,3,1.5,0.3,1.3,3,9.1
175,Alex Len,C,22,PHO,78,46,23.3,3.4,8,0,0.1,3.4,7.9,2.2,3.1,2.3,5.3,7.6,1.2,0.5,0.8,1.9,2.9,9
176,Archie Goodwin,PG,21,PHO,57,13,19.5,3.1,7.4,0.4,1.7,2.7,5.7,2.3,3.4,0.5,2,2.5,2.1,0.5,0.2,1.8,1.5,8.9
177,Gerald Green,SG,30,MIA,69,14,22.6,3.3,8.5,1.2,3.8,2.1,4.7,1,1.3,0.4,2,2.4,0.8,0.6,0.3,0.7,1.8,8.9
178,Austin Rivers,SG,23,LAC,67,7,21.9,3.4,7.7,0.9,2.8,2.4,4.9,1.2,1.7,0.3,1.6,1.9,1.5,0.7,0.1,0.9,2,8.9
179,Rodney Stuckey,PG,29,IND,58,1,22,3.2,7.6,0.3,1.4,2.8,6.2,2.3,2.7,0.3,2.4,2.7,2.4,0.7,0.1,1.3,1.3,8.9
180,Jordan Hill,C,28,IND,73,11,20.7,3.8,7.5,0,0,3.8,7.5,1.2,1.7,2.1,4,6.2,1.2,0.5,0.5,1.3,2.1,8.8
181,Jeremy Lamb,SG,23,CHO,66,0,18.6,3.5,7.7,0.8,2.7,2.6,5,1,1.3,0.7,3.2,3.8,1.2,0.6,0.5,0.8,1.6,8.8
182,Toney Douglas,PG,29,NOP,61,18,20.7,3,7.3,1.3,3.3,1.7,4,1.4,1.6,0.4,1.9,2.3,2.6,1.1,0.1,1,2.1,8.7
183,Gerald Henderson,SG,28,POR,72,0,19.9,3.2,7.3,0.7,1.9,2.6,5.5,1.6,2,0.4,2.5,2.9,1,0.5,0.3,0.9,1.2,8.7
184,Tyler Johnson,SG,23,MIA,36,5,24,3.3,6.8,0.8,2,2.5,4.8,1.4,1.8,0.8,2.3,3,2.2,0.7,0.4,1.3,1.8,8.7
185,Terrence Jones,PF,24,HOU,50,11,20.9,3.3,7.3,0.5,1.6,2.8,5.8,1.5,2.3,1.2,3,4.2,0.8,0.5,0.8,1,1.7,8.7
186,Luis Scola,PF,35,TOR,76,76,21.5,3.5,7.9,0.9,2.1,2.7,5.8,0.8,1.1,1.1,3.6,4.7,0.9,0.6,0.4,0.9,2.3,8.7
187,Cody Zeller,C,23,CHO,73,60,24.3,3.2,6,0,0.1,3.2,5.8,2.4,3.2,1.9,4.3,6.2,1,0.8,0.9,0.9,2.8,8.7
188,Tim Duncan,C,39,SAS,61,60,25.2,3.5,7.2,0,0,3.5,7.2,1.5,2.1,1.9,5.4,7.3,2.7,0.8,1.3,1.5,2,8.6
189,Taj Gibson,PF,30,CHI,73,55,26.5,3.6,6.8,0,0,3.6,6.8,1.4,2,2.8,4.1,6.9,1.5,0.6,1.1,1.1,2.5,8.6
190,Shelvin Mack,PG,25,TOT,52,27,20.3,3.5,8,0.8,2.4,2.8,5.6,0.9,1.2,0.3,2.2,2.5,3.6,0.7,0.1,1.8,1.4,8.6
191,Zaza Pachulia,C,31,DAL,76,69,26.4,2.9,6.2,0,0,2.9,6.1,2.8,3.6,3.3,6.2,9.4,1.7,0.8,0.3,1.6,2.4,8.6
192,Cory Joseph,SG,24,TOR,80,4,25.6,3.2,7.3,0.4,1.4,2.8,5.9,1.7,2.2,0.5,2.1,2.6,3.1,0.8,0.3,1.3,1.6,8.5
193,Jon Leuer,PF,26,PHO,67,27,18.7,3.3,7,0.6,1.6,2.7,5.3,1.1,1.5,1.1,4.4,5.6,1.1,0.6,0.4,1.1,1.9,8.5
194,Patrick Mills,PG,27,SAS,81,3,20.5,3.2,7.6,1.5,4,1.7,3.6,0.6,0.7,0.3,1.6,2,2.8,0.7,0.1,0.9,1.3,8.5
195,Nik Stauskas,SG,22,PHI,73,35,24.8,2.9,7.5,1.5,4.5,1.4,3,1.2,1.6,0.3,2.2,2.5,1.9,0.6,0.3,1.3,1.6,8.5
196,Tony Allen,SG,34,MEM,64,57,25.3,3.4,7.3,0.2,0.7,3.1,6.7,1.4,2.2,1.6,3,4.6,1.1,1.7,0.3,1.2,2.7,8.4
197,Meyers Leonard,PF,23,POR,61,10,21.9,3.2,7.1,1.4,3.7,1.8,3.4,0.6,0.8,0.8,4.3,5.1,1.5,0.1,0.3,1.3,3,8.4
198,Tony Wroten,PG,22,PHI,8,3,18,2.8,8.1,0.4,2.1,2.4,6,2.5,4.6,0.3,2.4,2.6,2.5,0.4,0,3.6,1.4,8.4
199,Lance Stephenson,SF,25,TOT,69,13,19.9,3.3,6.9,0.4,1.1,2.9,5.7,1.3,1.6,0.6,2.7,3.2,1.9,0.6,0.1,1.4,2,8.3
200,Jusuf Nurkic,C,21,DEN,32,3,17.1,3.2,7.6,0,0.1,3.2,7.5,1.9,3.1,2,3.4,5.5,1.3,0.8,1.4,1.7,2.8,8.2
201,Lance Thomas,PF,27,NYK,59,5,22.3,2.9,6.5,0.7,1.8,2.1,4.6,1.7,2,0.6,1.6,2.2,0.9,0.4,0.1,1,1.8,8.2
202,Mo Williams,PG,33,CLE,41,14,18.2,3.2,7.4,0.9,2.5,2.3,4.9,0.9,1,0.1,1.6,1.8,2.4,0.3,0.1,1.4,1.5,8.2
203,Stanley Johnson,SF,19,DET,73,6,23.1,3.1,8.2,0.9,2.8,2.2,5.4,1.1,1.4,0.8,3.4,4.2,1.6,0.8,0.2,1.6,2.4,8.1
204,Steven Adams,C,22,OKC,80,80,25.2,3.3,5.3,0,0,3.3,5.3,1.4,2.5,2.7,3.9,6.7,0.8,0.5,1.1,1.1,2.8,8
205,P.J. Tucker,SF,30,PHO,82,80,31,2.9,7.1,0.8,2.5,2.1,4.6,1.3,1.7,2,4.2,6.2,2.2,1.3,0.2,1.4,2.5,8
206,Jared Dudley,PF,30,WAS,81,41,25.9,2.9,6,1.2,2.9,1.6,3.1,0.9,1.2,0.7,2.9,3.5,2.1,0.9,0.2,1,2.3,7.9
207,Joffrey Lauvergne,C,24,DEN,59,15,17.6,3.3,6.4,0.2,0.9,3.1,5.5,1.1,1.2,1.3,3.6,4.9,0.9,0.2,0.3,0.9,1.9,7.9
208,David Lee,PF,32,TOT,55,5,16.4,3.2,6.1,0,0,3.2,6.1,1.3,1.7,1.8,3.7,5.5,1.5,0.4,0.5,1.2,2.1,7.8
209,O.J. Mayo,SG,28,MIL,41,24,26.6,2.9,7.8,1.3,4,1.6,3.9,0.8,1,0.3,2.2,2.6,2.9,1.2,0.2,1.8,3.1,7.8
